row_id,text,aspect,declared_sentiment,supported,sentiment_match,note,overall_note
4,"Calculus II fit my schedule better than my interests, especially since I could squeeze quick evening sessions around other commitments. The prerequisite starts accessible but ramps up sharply, and the exams felt fair in content but dragged out with grading comments that showed up late. Group work helped when the team clicked, but setup for the online tools took too much effort for the payoff, and I learned a lot even while I disliked the ride.",prerequisite_fit,positive,True,False,"The review says the prerequisite starts accessible but ramps up sharply, which is mixed/leaning negative rather than clearly positive.","Both aspects are mentioned, but the declared sentiments do not strictly match the review."
4,"Calculus II fit my schedule better than my interests, especially since I could squeeze quick evening sessions around other commitments. The prerequisite starts accessible but ramps up sharply, and the exams felt fair in content but dragged out with grading comments that showed up late. Group work helped when the team clicked, but setup for the online tools took too much effort for the payoff, and I learned a lot even while I disliked the ride.",exam_fairness,negative,True,False,"The student says the exams felt fair in content (positive), though grading comments were late; overall not clearly negative on fairness.","Both aspects are mentioned, but the declared sentiments do not strictly match the review."
4,"Calculus II fit my schedule better than my interests, especially since I could squeeze quick evening sessions around other commitments. The prerequisite starts accessible but ramps up sharply, and the exams felt fair in content but dragged out with grading comments that showed up late. Group work helped when the team clicked, but setup for the online tools took too much effort for the payoff, and I learned a lot even while I disliked the ride.",__row_summary__,,True,False,supported 2/2; sentiment 0/2,"Both aspects are mentioned, but the declared sentiments do not strictly match the review."
5,"I took Computer Networks hoping to finally scratch a curiosity about how the internet actually works, but I spent most of the term staring at dashboards and wondering why I wasn’t getting the intuition behind things like TCP handshakes. My strong coding background helped with some lab scripts, yet the theory felt slippery and the heavy project load plus high-stakes exams made it stressful to stay motivated. I did appreciate the clear lectures with decent pacing, but the feedback was sparse until late, and I fell behind around deadlines before finally catching up. One concrete moment that sticks is asking in office hours about congestion control and getting a quick, practical tip that I could apply in the next lab—small but memorable, and it didn’t fully fix my confusion. Overall, I’m not sure I’d recommend it, though it’s not a total write-off.",interest,negative,True,True,"The student began curious but reports failing to gain intuition, feeling stressed and unmotivated, and not recommending the course overall, indicating negative interest/engagement.",The review clearly supports a negative interest label.
5,"I took Computer Networks hoping to finally scratch a curiosity about how the internet actually works, but I spent most of the term staring at dashboards and wondering why I wasn’t getting the intuition behind things like TCP handshakes. My strong coding background helped with some lab scripts, yet the theory felt slippery and the heavy project load plus high-stakes exams made it stressful to stay motivated. I did appreciate the clear lectures with decent pacing, but the feedback was sparse until late, and I fell behind around deadlines before finally catching up. One concrete moment that sticks is asking in office hours about congestion control and getting a quick, practical tip that I could apply in the next lab—small but memorable, and it didn’t fully fix my confusion. Overall, I’m not sure I’d recommend it, though it’s not a total write-off.",__row_summary__,,True,True,supported 1/1; sentiment 1/1,The review clearly supports a negative interest label.
6,"Linear Algebra in the summer term was tough to keep up with, since I had to balance it with two other demanding courses and the pacing felt compressed. The lectures did a solid job of laying out concepts, but the examples were thin, and I often wished for more concrete, real-world illustrations; still, the assessment design was fair and mostly spot on for an advanced elective. I caught up after slipping behind around deadline weeks, and fast feedback on scores helped, even if explanations were a bit lean. One memorable week",assessment_design,positive,True,True,"The review says the assessment design was fair and mostly spot on, indicating positive sentiment.","Assessment design labeling fits the text, but relevance is not explicitly addressed."
6,"Linear Algebra in the summer term was tough to keep up with, since I had to balance it with two other demanding courses and the pacing felt compressed. The lectures did a solid job of laying out concepts, but the examples were thin, and I often wished for more concrete, real-world illustrations; still, the assessment design was fair and mostly spot on for an advanced elective. I caught up after slipping behind around deadline weeks, and fast feedback on scores helped, even if explanations were a bit lean. One memorable week",relevance,neutral,False,False,"The review mentions wanting more real-world illustrations, but does not clearly evaluate course relevance overall.","Assessment design labeling fits the text, but relevance is not explicitly addressed."
6,"Linear Algebra in the summer term was tough to keep up with, since I had to balance it with two other demanding courses and the pacing felt compressed. The lectures did a solid job of laying out concepts, but the examples were thin, and I often wished for more concrete, real-world illustrations; still, the assessment design was fair and mostly spot on for an advanced elective. I caught up after slipping behind around deadline weeks, and fast feedback on scores helped, even if explanations were a bit lean. One memorable week",__row_summary__,,False,False,supported 1/2; sentiment 1/2,"Assessment design labeling fits the text, but relevance is not explicitly addressed."
7,"Data Structures in my last semester was a mix: the concepts clicked when we discussed them, but the examples felt thin and feedback came a bit late. The peer discussions saved me during the busy weeks, especially around the project week that stood out.",interest,positive,True,False,"The review is mixed (concepts clicked, but examples thin and feedback late), not clearly positive overall.",One label overstates positivity and the other is not evidenced in the review.
7,"Data Structures in my last semester was a mix: the concepts clicked when we discussed them, but the examples felt thin and feedback came a bit late. The peer discussions saved me during the busy weeks, especially around the project week that stood out.",prerequisite_fit,neutral,False,False,No mention of prior preparation or whether prerequisites matched the course level.,One label overstates positivity and the other is not evidenced in the review.
7,"Data Structures in my last semester was a mix: the concepts clicked when we discussed them, but the examples felt thin and feedback came a bit late. The peer discussions saved me during the busy weeks, especially around the project week that stood out.",__row_summary__,,False,False,supported 1/2; sentiment 0/2,One label overstates positivity and the other is not evidenced in the review.
8,"The Operating Systems course fit my schedule more than my interests, and being new to the discipline, I relied mostly on recordings and notes. The slides are serviceable but not memorable, and the workload felt heavy with frequent deadlines, especially during a rough mid‑semester crunch; the platform quirks added extra stress I wish were avoided. One concrete annoyance: the grader seemed to expect more prior knowledge than advertised, which didn’t help my first-semester learning pace.",workload,neutral,True,False,"The review says the workload felt heavy with frequent deadlines and a rough crunch, which is negative rather than neutral.","Both aspects are mentioned, but the declared sentiments conflict with the review’s negative tone."
8,"The Operating Systems course fit my schedule more than my interests, and being new to the discipline, I relied mostly on recordings and notes. The slides are serviceable but not memorable, and the workload felt heavy with frequent deadlines, especially during a rough mid‑semester crunch; the platform quirks added extra stress I wish were avoided. One concrete annoyance: the grader seemed to expect more prior knowledge than advertised, which didn’t help my first-semester learning pace.",tooling_usability,positive,True,False,"It mentions platform quirks adding extra stress, indicating negative tooling usability, not positive.","Both aspects are mentioned, but the declared sentiments conflict with the review’s negative tone."
8,"The Operating Systems course fit my schedule more than my interests, and being new to the discipline, I relied mostly on recordings and notes. The slides are serviceable but not memorable, and the workload felt heavy with frequent deadlines, especially during a rough mid‑semester crunch; the platform quirks added extra stress I wish were avoided. One concrete annoyance: the grader seemed to expect more prior knowledge than advertised, which didn’t help my first-semester learning pace.",__row_summary__,,True,False,supported 2/2; sentiment 0/2,"Both aspects are mentioned, but the declared sentiments conflict with the review’s negative tone."
9,"I took Machine Learning mainly out of curiosity, and I kept up with nearly every lecture, which helped since the material fits best when you already know adjacent topics. My strong coding background helped me implement the ideas, but the theory still felt a little thin, and I learned a lot more than I enjoyed, especially because the practical payoff didn’t land as cleanly as I hoped. The slides were serviceable but not memorable, and the grading rubric left me unsure what exactly counted, even though the LMS flow stayed smooth. One memorable week was the midterm where I realized I’d mixed up a couple of model assumptions; it was a humbling moment, and it sticks with me more than the overall vibe of the course.",practical_application,negative,True,True,"The reviewer says the ""practical payoff didn’t land as cleanly as I hoped,"" indicating disappointment with real-world/practical value.",The review supports a negative view of the course’s practical application/payoff.
9,"I took Machine Learning mainly out of curiosity, and I kept up with nearly every lecture, which helped since the material fits best when you already know adjacent topics. My strong coding background helped me implement the ideas, but the theory still felt a little thin, and I learned a lot more than I enjoyed, especially because the practical payoff didn’t land as cleanly as I hoped. The slides were serviceable but not memorable, and the grading rubric left me unsure what exactly counted, even though the LMS flow stayed smooth. One memorable week was the midterm where I realized I’d mixed up a couple of model assumptions; it was a humbling moment, and it sticks with me more than the overall vibe of the course.",__row_summary__,,True,True,supported 1/1; sentiment 1/1,The review supports a negative view of the course’s practical application/payoff.
10,"I’m in my first semester here, juggling a full-time job, and Data Structures felt like it was designed around stacked deadlines more than a steady pace, which made sticking to a study plan tricky. The weeks vary a lot—one day we’re rushing through big-O proofs and the next we’re staring at pointer diagrams—so I end up second-guessing whether I should focus on the lecture slides or the assigned practice sets. The collaboration expectations are vague to me; it isn’t clear when we should pair up, and I’ve not felt confident about what my teammates are actually supposed to hand in. The course has only a few big assessments, but each one carries a lot of weight, which is fine in theory, but the grading feels opaque enough that I’m never sure what exactly to tighten up before the midterm. A standout thing is the occasional in-class hiccup—like a slide not loading, and then we spend five minutes on a different example—that small friction sticks in my memory. It works best if you’ve already seen some adjacent material, and I think I would’ve preferred a bit more steady delivery. Overall, it’s been calm but uneven, with a few concrete quirks that keep me from feeling fully confident.",grading_transparency,neutral,True,False,"The reviewer says 'the grading feels opaque' and they're 'never sure what exactly to tighten up,' which is negative transparency, not neutral.","The aspect is present, but the declared neutral sentiment is not faithful to the clearly negative wording."
10,"I’m in my first semester here, juggling a full-time job, and Data Structures felt like it was designed around stacked deadlines more than a steady pace, which made sticking to a study plan tricky. The weeks vary a lot—one day we’re rushing through big-O proofs and the next we’re staring at pointer diagrams—so I end up second-guessing whether I should focus on the lecture slides or the assigned practice sets. The collaboration expectations are vague to me; it isn’t clear when we should pair up, and I’ve not felt confident about what my teammates are actually supposed to hand in. The course has only a few big assessments, but each one carries a lot of weight, which is fine in theory, but the grading feels opaque enough that I’m never sure what exactly to tighten up before the midterm. A standout thing is the occasional in-class hiccup—like a slide not loading, and then we spend five minutes on a different example—that small friction sticks in my memory. It works best if you’ve already seen some adjacent material, and I think I would’ve preferred a bit more steady delivery. Overall, it’s been calm but uneven, with a few concrete quirks that keep me from feeling fully confident.",__row_summary__,,True,False,supported 1/1; sentiment 0/1,"The aspect is present, but the declared neutral sentiment is not faithful to the clearly negative wording."
11,"I took Linear Algebra with Dr. Miller while working full-time, and the practical steps—like applying vector spaces to real problems—felt really useful, even as the early confusion about eigenvectors stuck with me the rest of the term. The LMS and submission flow stayed smooth, but feedback came too late to adjust for the next deadline stacked up on me; plus the few assessments mattered a lot, which made the whole pace feel intense. I relied on fellow students more than staff sometimes, and I remember one misstep on a project where I mixed up a row-reduction method and it colored how I approached everything else",practical_application,positive,True,True,Mentions practical steps and applying vector spaces to real problems felt really useful.,Only practical application is clearly supported with the stated sentiment; the other labels are not explicitly evidenced.
11,"I took Linear Algebra with Dr. Miller while working full-time, and the practical steps—like applying vector spaces to real problems—felt really useful, even as the early confusion about eigenvectors stuck with me the rest of the term. The LMS and submission flow stayed smooth, but feedback came too late to adjust for the next deadline stacked up on me; plus the few assessments mattered a lot, which made the whole pace feel intense. I relied on fellow students more than staff sometimes, and I remember one misstep on a project where I mixed up a row-reduction method and it colored how I approached everything else",lecturer_quality,positive,False,False,Dr. Miller is mentioned but no clear evaluation of teaching/lecturer quality is given.,Only practical application is clearly supported with the stated sentiment; the other labels are not explicitly evidenced.
11,"I took Linear Algebra with Dr. Miller while working full-time, and the practical steps—like applying vector spaces to real problems—felt really useful, even as the early confusion about eigenvectors stuck with me the rest of the term. The LMS and submission flow stayed smooth, but feedback came too late to adjust for the next deadline stacked up on me; plus the few assessments mattered a lot, which made the whole pace feel intense. I relied on fellow students more than staff sometimes, and I remember one misstep on a project where I mixed up a row-reduction method and it colored how I approached everything else",exam_fairness,negative,False,False,"Complaints are about late feedback, few high-stakes assessments, and intense pace, not fairness of exams specifically.",Only practical application is clearly supported with the stated sentiment; the other labels are not explicitly evidenced.
11,"I took Linear Algebra with Dr. Miller while working full-time, and the practical steps—like applying vector spaces to real problems—felt really useful, even as the early confusion about eigenvectors stuck with me the rest of the term. The LMS and submission flow stayed smooth, but feedback came too late to adjust for the next deadline stacked up on me; plus the few assessments mattered a lot, which made the whole pace feel intense. I relied on fellow students more than staff sometimes, and I remember one misstep on a project where I mixed up a row-reduction method and it colored how I approached everything else",__row_summary__,,False,False,supported 1/3; sentiment 1/3,Only practical application is clearly supported with the stated sentiment; the other labels are not explicitly evidenced.
12,"I had a strong coding background but weak theory, and despite clear lectures, the workload plus a mid‑semester crunch made the OS material feel steep; I relied on recordings and notes, and peer discussions saved me more than the official materials, especially around the grading quirks.",overall_experience,negative,True,True,"The review describes the material as steep due to workload and crunch, and says peer discussions helped more than official materials, indicating a negative overall experience.","Overall experience label fits, but assessment design is expressed negatively, not positively."
12,"I had a strong coding background but weak theory, and despite clear lectures, the workload plus a mid‑semester crunch made the OS material feel steep; I relied on recordings and notes, and peer discussions saved me more than the official materials, especially around the grading quirks.",assessment_design,positive,True,False,"Mentions 'grading quirks' as a problem and reliance on peers over official materials, which reads as negative rather than positive about assessment/grading.","Overall experience label fits, but assessment design is expressed negatively, not positively."
12,"I had a strong coding background but weak theory, and despite clear lectures, the workload plus a mid‑semester crunch made the OS material feel steep; I relied on recordings and notes, and peer discussions saved me more than the official materials, especially around the grading quirks.",__row_summary__,,True,False,supported 2/2; sentiment 1/2,"Overall experience label fits, but assessment design is expressed negatively, not positively."
13,"Took Database Systems with Dr. Singh and it fit my short evening study blocks, solid B kind of matched the effort I could put in. The workload felt doable and the peer chats helped more than the official readings, though the assessments were heavy on reports and the feedback came in late to actually help me time things. One memorable week was that messy data-model quiz, and I’ll admit the prerequisite groundwork paid off even if attendance drifted mid‑semester.",organization,neutral,False,False,"The review doesn’t clearly discuss course organization/structure, only mentions late feedback and a messy quiz.","Support and workload are discussed, but organization isn’t clearly addressed and workload sentiment is mixed."
13,"Took Database Systems with Dr. Singh and it fit my short evening study blocks, solid B kind of matched the effort I could put in. The workload felt doable and the peer chats helped more than the official readings, though the assessments were heavy on reports and the feedback came in late to actually help me time things. One memorable week was that messy data-model quiz, and I’ll admit the prerequisite groundwork paid off even if attendance drifted mid‑semester.",support,negative,True,True,"Mentions feedback came in late (unhelpful) and peer chats helped more than official readings, indicating inadequate course support.","Support and workload are discussed, but organization isn’t clearly addressed and workload sentiment is mixed."
13,"Took Database Systems with Dr. Singh and it fit my short evening study blocks, solid B kind of matched the effort I could put in. The workload felt doable and the peer chats helped more than the official readings, though the assessments were heavy on reports and the feedback came in late to actually help me time things. One memorable week was that messy data-model quiz, and I’ll admit the prerequisite groundwork paid off even if attendance drifted mid‑semester.",workload,positive,True,False,"Says workload felt doable (positive) but also that assessments were heavy on reports (negative/pressure), making the overall tone mixed rather than purely positive.","Support and workload are discussed, but organization isn’t clearly addressed and workload sentiment is mixed."
13,"Took Database Systems with Dr. Singh and it fit my short evening study blocks, solid B kind of matched the effort I could put in. The workload felt doable and the peer chats helped more than the official readings, though the assessments were heavy on reports and the feedback came in late to actually help me time things. One memorable week was that messy data-model quiz, and I’ll admit the prerequisite groundwork paid off even if attendance drifted mid‑semester.",__row_summary__,,False,False,supported 2/3; sentiment 1/3,"Support and workload are discussed, but organization isn’t clearly addressed and workload sentiment is mixed."
14,"I picked Database Systems mainly to fit my evenings, studied around short sessions, and felt the workload ramp up fast. The software stack started rough but got manageable; exams felt fair, though feedback varied and the pace stayed uneven week to week. Overall, I’d recommend with preparation.",exam_fairness,positive,True,True,"The review explicitly says ""exams felt fair,"" indicating a positive view of exam fairness.","Exam fairness is correctly labeled, but materials is not evidenced in the review."
14,"I picked Database Systems mainly to fit my evenings, studied around short sessions, and felt the workload ramp up fast. The software stack started rough but got manageable; exams felt fair, though feedback varied and the pace stayed uneven week to week. Overall, I’d recommend with preparation.",materials,neutral,False,False,"The review discusses software stack, feedback, pace, and workload, but does not clearly mention course materials.","Exam fairness is correctly labeled, but materials is not evidenced in the review."
14,"I picked Database Systems mainly to fit my evenings, studied around short sessions, and felt the workload ramp up fast. The software stack started rough but got manageable; exams felt fair, though feedback varied and the pace stayed uneven week to week. Overall, I’d recommend with preparation.",__row_summary__,,False,False,supported 1/2; sentiment 1/2,"Exam fairness is correctly labeled, but materials is not evidenced in the review."
15,"Took Computer Networks with Dr. Park while working full-time, so I lived by late nights and the constant dance of task vs. deadline. The first week I ran into an early confusion about TCP handshakes that colored the term, and while the later weeks improved, some lectures felt uneven and the tool setup ate more time than the payoff, especially since the course is mostly individual work and the assessments were fair but exhausting.",overall_experience,neutral,True,False,"Review conveys a mostly negative experience (confusion, uneven lectures, tool setup not worth it, exhausting workload) despite some improvement and fair assessments.",Only overall experience is clearly discussed and it reads more negative than neutral; the other aspects are not evidenced.
15,"Took Computer Networks with Dr. Park while working full-time, so I lived by late nights and the constant dance of task vs. deadline. The first week I ran into an early confusion about TCP handshakes that colored the term, and while the later weeks improved, some lectures felt uneven and the tool setup ate more time than the payoff, especially since the course is mostly individual work and the assessments were fair but exhausting.",practical_application,neutral,False,False,No clear discussion of real-world/practical applicability; mentions tool setup but not application value.,Only overall experience is clearly discussed and it reads more negative than neutral; the other aspects are not evidenced.
15,"Took Computer Networks with Dr. Park while working full-time, so I lived by late nights and the constant dance of task vs. deadline. The first week I ran into an early confusion about TCP handshakes that colored the term, and while the later weeks improved, some lectures felt uneven and the tool setup ate more time than the payoff, especially since the course is mostly individual work and the assessments were fair but exhausting.",relevance,neutral,False,False,"Does not address how relevant the course content is to goals, career, or other coursework.",Only overall experience is clearly discussed and it reads more negative than neutral; the other aspects are not evidenced.
15,"Took Computer Networks with Dr. Park while working full-time, so I lived by late nights and the constant dance of task vs. deadline. The first week I ran into an early confusion about TCP handshakes that colored the term, and while the later weeks improved, some lectures felt uneven and the tool setup ate more time than the payoff, especially since the course is mostly individual work and the assessments were fair but exhausting.",__row_summary__,,False,False,supported 1/3; sentiment 0/3,Only overall experience is clearly discussed and it reads more negative than neutral; the other aspects are not evidenced.
16,"Data Structures in my first semester was fine enough to keep me moving, but I didn’t come away buzzing with enthusiasm. I felt solid B-level work matched the effort I threw in, though I did fall behind around midterms and then managed to scramble back to catch deadlines after a few late nights. The course mostly required a few big assessments, and each one mattered a lot for the grade, which kept me focused even as some admin messages felt sloppy and missed cues about due dates. The collaboration expectations felt unclear, and the prerequisite fit is real—this works best if you already know some adjacent material. One concrete snag: the mid-semester project relied on a tool I barely knew, which added to the pull of the deadlines rather than easing them. Overall, useful but not exactly enjoyable, and I’m still not sure I’d fully recommend it.",overall_experience,neutral,True,True,"The review is mixed: 'fine enough' and 'useful' but 'not exactly enjoyable' and 'not sure I'd fully recommend it,' which reads as neutral overall.",The declared neutral overall_experience label is supported and matches the mixed sentiment in the review.
16,"Data Structures in my first semester was fine enough to keep me moving, but I didn’t come away buzzing with enthusiasm. I felt solid B-level work matched the effort I threw in, though I did fall behind around midterms and then managed to scramble back to catch deadlines after a few late nights. The course mostly required a few big assessments, and each one mattered a lot for the grade, which kept me focused even as some admin messages felt sloppy and missed cues about due dates. The collaboration expectations felt unclear, and the prerequisite fit is real—this works best if you already know some adjacent material. One concrete snag: the mid-semester project relied on a tool I barely knew, which added to the pull of the deadlines rather than easing them. Overall, useful but not exactly enjoyable, and I’m still not sure I’d fully recommend it.",__row_summary__,,True,True,supported 1/1; sentiment 1/1,The declared neutral overall_experience label is supported and matches the mixed sentiment in the review.
17,"Calculus II came up last semester, and I kept the videos and notes handy only when I actually needed them for a tough homework set about integrals, since the material felt pretty dense but builds on what we were told to know beforehand. The TAs were responsive and practical when I asked quick questions, though the feedback timing varied a lot by assignment, and the heavy deadline load kept me on my toes. One concrete thing that sticks: a unit on improper integrals that finally clicked after a late-night, coffee-fueled review, even though the grading quirks on that problem didn’t always reflect the effort",clarity,neutral,True,True,Material is described as dense and only used when needed; no strong praise or condemnation of clarity overall.,"Clarity is reasonably labeled neutral, but feedback quality is mixed rather than positive while assessment design is negative and supported."
17,"Calculus II came up last semester, and I kept the videos and notes handy only when I actually needed them for a tough homework set about integrals, since the material felt pretty dense but builds on what we were told to know beforehand. The TAs were responsive and practical when I asked quick questions, though the feedback timing varied a lot by assignment, and the heavy deadline load kept me on my toes. One concrete thing that sticks: a unit on improper integrals that finally clicked after a late-night, coffee-fueled review, even though the grading quirks on that problem didn’t always reflect the effort",feedback_quality,positive,True,False,"TAs were responsive, but feedback timing varied a lot and grading quirks didn’t reflect effort, making sentiment mixed/neutral rather than clearly positive.","Clarity is reasonably labeled neutral, but feedback quality is mixed rather than positive while assessment design is negative and supported."
