row_id,text,aspect,declared_sentiment,supported,sentiment_match,note,overall_note
7,course was fine tbh exam qns were avg didnt rly feel like it tested our understanding tho materials were meh dr mizrahi's slides were hard 2 follow & moodle was slow idk how others did but i had 2 study pretty hard just to get,support,neutral,False,False,No clear mention of instructor/TA help or support; only references slides and Moodle performance.,"The review is generally negative about learning materials and exam quality, and does not address support."
7,course was fine tbh exam qns were avg didnt rly feel like it tested our understanding tho materials were meh dr mizrahi's slides were hard 2 follow & moodle was slow idk how others did but i had 2 study pretty hard just to get,__row_summary__,,False,False,supported 2/3; sentiment 1/3,"The review is generally negative about learning materials and exam quality, and does not address support."
8,course was alright overall decent smester,overall_experience,positive,True,True,"""alright overall"" and ""decent"" indicate a mildly positive overall experience.","The review expresses a generally okay/decent overall sentiment, which aligns with a positive label."
8,course was alright overall decent smester,__row_summary__,,True,True,supported 1/1; sentiment 1/1,"The review expresses a generally okay/decent overall sentiment, which aligns with a positive label."
9,midterm was totes unfair tbh,exam_fairness,negative,True,True,"The review says the midterm was unfair, directly indicating negative exam fairness.",The declared negative exam_fairness label is clearly supported by the review.
9,midterm was totes unfair tbh,__row_summary__,,True,True,supported 1/1; sentiment 1/1,The declared negative exam_fairness label is clearly supported by the review.
10,It's not what i expected. the materials were super basic,relevance,negative,True,True,"""It's not what I expected"" indicates dissatisfaction with the course meeting needs/expectations.","Materials and expectation mismatch are supported as negative, but clarity is not mentioned."
10,It's not what i expected. the materials were super basic,materials,negative,True,True,"""the materials were super basic"" clearly criticizes the materials.","Materials and expectation mismatch are supported as negative, but clarity is not mentioned."
10,It's not what i expected. the materials were super basic,clarity,positive,False,False,The review does not mention clarity or how clearly content was explained.,"Materials and expectation mismatch are supported as negative, but clarity is not mentioned."
10,It's not what i expected. the materials were super basic,__row_summary__,,False,False,supported 2/3; sentiment 2/3,"Materials and expectation mismatch are supported as negative, but clarity is not mentioned."
11,databases course w dr mizrahi was fine idk clarity was avg he explained stuff ok but sometimes got fuzzy towards end had 2 rewatch vids tho got a b in the end not bad for freshman like me tbh,clarity,neutral,True,True,"Reviewer says ""clarity was avg"" and that explanations were okay but sometimes fuzzy, which aligns with a neutral/mixed clarity sentiment.",The clarity aspect is explicitly mentioned and the neutral label fits the mixed feedback.
11,databases course w dr mizrahi was fine idk clarity was avg he explained stuff ok but sometimes got fuzzy towards end had 2 rewatch vids tho got a b in the end not bad for freshman like me tbh,__row_summary__,,True,True,supported 1/1; sentiment 1/1,The clarity aspect is explicitly mentioned and the neutral label fits the mixed feedback.
12,it's kinda hard to understand some stuff,difficulty,negative,True,True,"The review says it is hard to understand some stuff, indicating negative difficulty.",Only difficulty is evidenced by the review; materials are not discussed.
12,it's kinda hard to understand some stuff,materials,neutral,False,False,The review does not mention course materials or resources.,Only difficulty is evidenced by the review; materials are not discussed.
12,it's kinda hard to understand some stuff,__row_summary__,,False,False,supported 1/2; sentiment 1/2,Only difficulty is evidenced by the review; materials are not discussed.
13,"the course was okay clarity-wise, sometimes fuzzy. tough too, had to re-read notes. loved learning about algorithms and coding in python!",clarity,neutral,True,True,"Says clarity was 'okay' but sometimes fuzzy, which reads as mixed/neutral overall.",All declared aspect sentiments are supported by the review and align with the expressed tone.
13,"the course was okay clarity-wise, sometimes fuzzy. tough too, had to re-read notes. loved learning about algorithms and coding in python!",difficulty,negative,True,True,"Describes the course as tough and requiring rereading notes, indicating negative difficulty sentiment.",All declared aspect sentiments are supported by the review and align with the expressed tone.
13,"the course was okay clarity-wise, sometimes fuzzy. tough too, had to re-read notes. loved learning about algorithms and coding in python!",interest,positive,True,True,"Explicitly says they loved learning algorithms and Python coding, clearly positive interest.",All declared aspect sentiments are supported by the review and align with the expressed tone.
13,"the course was okay clarity-wise, sometimes fuzzy. tough too, had to re-read notes. loved learning about algorithms and coding in python!",__row_summary__,,True,True,supported 3/3; sentiment 3/3,All declared aspect sentiments are supported by the review and align with the expressed tone.
14,"is the course okay, i guess? materials were whatever, just slides and book. difficulty was fine, not too easy or hard. exam questions were normal, score was... meh",materials,neutral,True,True,"Mentions materials as 'whatever, just slides and book,' which is indifferent/neutral rather than clearly positive or negative.",All declared aspects are explicitly mentioned and the neutral sentiments align with the review's lukewarm tone.
14,"is the course okay, i guess? materials were whatever, just slides and book. difficulty was fine, not too easy or hard. exam questions were normal, score was... meh",difficulty,neutral,True,True,"Says difficulty was 'fine, not too easy or hard,' indicating a neutral assessment.",All declared aspects are explicitly mentioned and the neutral sentiments align with the review's lukewarm tone.
14,"is the course okay, i guess? materials were whatever, just slides and book. difficulty was fine, not too easy or hard. exam questions were normal, score was... meh",exam_fairness,neutral,True,True,"Notes 'exam questions were normal,' which implies neither unfair nor especially fair (neutral).",All declared aspects are explicitly mentioned and the neutral sentiments align with the review's lukewarm tone.
14,"is the course okay, i guess? materials were whatever, just slides and book. difficulty was fine, not too easy or hard. exam questions were normal, score was... meh",__row_summary__,,True,True,supported 3/3; sentiment 3/3,All declared aspects are explicitly mentioned and the neutral sentiments align with the review's lukewarm tone.
15,tbh prof baruch is the best tho digital systems was hard but he made it relatable idk how i got a d glad hes teaching style kept me hyped,relevance,positive,False,False,"The review discusses course difficulty and the professor's teaching, but does not clearly address course relevance.","Lecturer quality is clearly positive, but relevance is not explicitly mentioned."
15,tbh prof baruch is the best tho digital systems was hard but he made it relatable idk how i got a d glad hes teaching style kept me hyped,lecturer_quality,positive,True,True,"The student calls the professor 'the best,' says he made the material relatable, and that his teaching style kept them hyped.","Lecturer quality is clearly positive, but relevance is not explicitly mentioned."
15,tbh prof baruch is the best tho digital systems was hard but he made it relatable idk how i got a d glad hes teaching style kept me hyped,__row_summary__,,False,False,supported 1/2; sentiment 1/2,"Lecturer quality is clearly positive, but relevance is not explicitly mentioned."
16,"Frankly, I'm still trying to figure out why prof baruch",overall_experience,negative,False,False,"The review is incomplete and does not clearly state an overall evaluation, only confusion about the professor.",The snippet is too incomplete to support the declared aspect sentiments.
16,"Frankly, I'm still trying to figure out why prof baruch",materials,neutral,False,False,No mention of course materials in the text.,The snippet is too incomplete to support the declared aspect sentiments.
16,"Frankly, I'm still trying to figure out why prof baruch",interest,neutral,False,False,No clear indication of interest level or engagement with the course content.,The snippet is too incomplete to support the declared aspect sentiments.
16,"Frankly, I'm still trying to figure out why prof baruch",__row_summary__,,False,False,supported 0/3; sentiment 0/3,The snippet is too incomplete to support the declared aspect sentiments.
17,"Basically, i felt super los with prof baruch's class tbh",support,positive,True,False,"""felt super lost"" indicates lack of support/clarity, which is negative rather than positive.",Only support/clarity is implied and it is negative; workload and interest are not evidenced.
17,"Basically, i felt super los with prof baruch's class tbh",workload,negative,False,False,"The review does not mention amount of work, assignments, or pacing.",Only support/clarity is implied and it is negative; workload and interest are not evidenced.
17,"Basically, i felt super los with prof baruch's class tbh",interest,negative,False,False,"The review expresses confusion/lostness, not whether the class was interesting or boring.",Only support/clarity is implied and it is negative; workload and interest are not evidenced.
17,"Basically, i felt super los with prof baruch's class tbh",__row_summary__,,False,False,supported 1/3; sentiment 0/3,Only support/clarity is implied and it is negative; workload and interest are not evidenced.
18,what's going on with calc 2 after baruch,lecturer_quality,neutral,False,False,The review is a vague question about Calc 2 after Baruch and does not mention the lecturer or teaching quality.,The declared lecturer_quality label is not grounded in the review text.
18,what's going on with calc 2 after baruch,__row_summary__,,False,False,supported 0/1; sentiment 0/1,The declared lecturer_quality label is not grounded in the review text.
19,"Basically, i'm glad i took this course! it was awesome",overall_experience,positive,True,True,"Reviewer says they are glad they took the course and it was awesome, indicating positive overall experience.",Only overall experience is supported by the text; relevance and exam fairness are not mentioned.
19,"Basically, i'm glad i took this course! it was awesome",relevance,negative,False,False,The review does not mention relevance or usefulness of the course content.,Only overall experience is supported by the text; relevance and exam fairness are not mentioned.
19,"Basically, i'm glad i took this course! it was awesome",exam_fairness,negative,False,False,The review does not mention exams or their fairness.,Only overall experience is supported by the text; relevance and exam fairness are not mentioned.
19,"Basically, i'm glad i took this course! it was awesome",__row_summary__,,False,False,supported 1/3; sentiment 1/3,Only overall experience is supported by the text; relevance and exam fairness are not mentioned.
20,dr mizrahi's lecturer style was fine tho didnt rly grab me & explanations were okay idk how expected us to keep up with all the stats tho my grade says it all tbh,lecturer_quality,neutral,True,True,"The reviewer says the lecturer's style was 'fine' and explanations were 'okay' (mixed but overall neutral), though it 'didnt rly grab me'.",The label is supported and the neutral sentiment reasonably reflects the mixed/okay evaluation of the lecturer.
20,dr mizrahi's lecturer style was fine tho didnt rly grab me & explanations were okay idk how expected us to keep up with all the stats tho my grade says it all tbh,__row_summary__,,True,True,supported 1/1; sentiment 1/1,The label is supported and the neutral sentiment reasonably reflects the mixed/okay evaluation of the lecturer.
21,it was hard to understand some parts clarity wasn't great materials were fine,difficulty,neutral,True,False,"""it was hard to understand"" indicates negative difficulty, not neutral.","Clarity is correctly labeled negative, but difficulty should be negative rather than neutral."
21,it was hard to understand some parts clarity wasn't great materials were fine,clarity,negative,True,True,"""clarity wasn't great"" clearly expresses negative clarity.","Clarity is correctly labeled negative, but difficulty should be negative rather than neutral."
21,it was hard to understand some parts clarity wasn't great materials were fine,materials,neutral,True,True,"""materials were fine"" is neutral/okay sentiment.","Clarity is correctly labeled negative, but difficulty should be negative rather than neutral."
21,it was hard to understand some parts clarity wasn't great materials were fine,__row_summary__,,True,False,supported 3/3; sentiment 2/3,"Clarity is correctly labeled negative, but difficulty should be negative rather than neutral."
22,ugh didn't work half the tie dr cohen wtf,materials,negative,False,False,"The review is vague frustration about something not working and mentions Dr. Cohen, but it does not clearly refer to course materials.",The declared materials-negative label is not clearly grounded in the review text.
22,ugh didn't work half the tie dr cohen wtf,__row_summary__,,False,False,supported 0/1; sentiment 0/1,The declared materials-negative label is not clearly grounded in the review text.
23,tbh course was super helpful tho lecturer shapira was easy idk why i got an f lol,relevance,positive,True,True,"The review says the course was 'super helpful,' which supports a positive relevance/usefulness judgment.",Only relevance is clearly supported as positive; clarity is not explicitly addressed.
23,tbh course was super helpful tho lecturer shapira was easy idk why i got an f lol,clarity,positive,False,False,There is no clear mention of clarity/understandability; 'lecturer ... was easy' is ambiguous and could refer to grading or difficulty.,Only relevance is clearly supported as positive; clarity is not explicitly addressed.
23,tbh course was super helpful tho lecturer shapira was easy idk why i got an f lol,__row_summary__,,False,False,supported 1/2; sentiment 1/2,Only relevance is clearly supported as positive; clarity is not explicitly addressed.
24,the probability and stats course was meh idk,relevance,neutral,False,False,"The review only says the course was ""meh"" and does not mention relevance to goals or needs.",The review is too vague to support relevance or clarity labels.
24,the probability and stats course was meh idk,clarity,neutral,False,False,"There is no comment about how clear the instruction/materials were; ""idk"" expresses uncertainty, not clarity.",The review is too vague to support relevance or clarity labels.
24,the probability and stats course was meh idk,__row_summary__,,False,False,supported 0/2; sentiment 0/2,The review is too vague to support relevance or clarity labels.
25,Real talk: i'm really struggling to get linear algebra... is this normal?,clarity,negative,False,False,The student says they are struggling with linear algebra but does not clearly attribute it to the course/instructor/material clarity.,The review expresses difficulty with the subject but does not clearly support the specific labeled aspects.
25,Real talk: i'm really struggling to get linear algebra... is this normal?,overall_experience,neutral,False,False,"The review is a question about whether struggling is normal, not an explicit overall evaluation of the course experience.",The review expresses difficulty with the subject but does not clearly support the specific labeled aspects.
25,Real talk: i'm really struggling to get linear algebra... is this normal?,__row_summary__,,False,False,supported 0/2; sentiment 0/2,The review expresses difficulty with the subject but does not clearly support the specific labeled aspects.
26,linear algebra was okay tho got a so cant complain dr adler was fine lecturer didnt make it too boring or anything,interest,neutral,True,True,"Says the course was ""okay"" and the lecturer ""didnt make it too boring,"" indicating neither strong interest nor dislike.","Interest is mildly positive/neutral, but relevance is not addressed in the text."
26,linear algebra was okay tho got a so cant complain dr adler was fine lecturer didnt make it too boring or anything,relevance,neutral,False,False,"The review does not mention usefulness, applicability, or relevance of the course content.","Interest is mildly positive/neutral, but relevance is not addressed in the text."
26,linear algebra was okay tho got a so cant complain dr adler was fine lecturer didnt make it too boring or anything,__row_summary__,,False,False,supported 1/2; sentiment 1/2,"Interest is mildly positive/neutral, but relevance is not addressed in the text."
27,tbh course was super hard struggled 2 grasp concepts barely passed with a d grade prof baruch tried,difficulty,negative,True,True,"The reviewer says the course was 'super hard' and they struggled to grasp concepts, indicating negative difficulty.",The declared difficulty label is clearly supported and matches the review's negative sentiment.
27,tbh course was super hard struggled 2 grasp concepts barely passed with a d grade prof baruch tried,__row_summary__,,True,True,supported 1/1; sentiment 1/1,The declared difficulty label is clearly supported and matches the review's negative sentiment.
28,office hours are a total joke,support,negative,False,False,"The review criticizes office hours, but does not mention the course staff/instructor providing support in general.","The text expresses a negative view of office hours, not general support."
28,office hours are a total joke,__row_summary__,,False,False,supported 0/1; sentiment 0/1,"The text expresses a negative view of office hours, not general support."
29,it's lectures for the most part,clarity,positive,False,False,"The review only says it's mostly lectures, not whether they are clear or unclear.",The review only describes the course format (mostly lectures) and provides no sentiment on the labeled aspects.
29,it's lectures for the most part,support,positive,False,False,There is no mention of instructor/TA support or help.,The review only describes the course format (mostly lectures) and provides no sentiment on the labeled aspects.
29,it's lectures for the most part,exam_fairness,negative,False,False,The review does not reference exams or their fairness.,The review only describes the course format (mostly lectures) and provides no sentiment on the labeled aspects.
29,it's lectures for the most part,__row_summary__,,False,False,supported 0/3; sentiment 0/3,The review only describes the course format (mostly lectures) and provides no sentiment on the labeled aspects.
30,The course was alright. Dr. Kaplan explains things well. The materials are easy to follow and organized,overall_experience,neutral,True,True,“The course was alright” indicates a neutral overall evaluation.,All declared aspect sentiments are clearly supported by the review and match the expressed tone.
30,The course was alright. Dr. Kaplan explains things well. The materials are easy to follow and organized,clarity,positive,True,True,“Dr. Kaplan explains things well” supports positive clarity.,All declared aspect sentiments are clearly supported by the review and match the expressed tone.
30,The course was alright. Dr. Kaplan explains things well. The materials are easy to follow and organized,materials,positive,True,True,“The materials are easy to follow and organized” supports positive materials.,All declared aspect sentiments are clearly supported by the review and match the expressed tone.
30,The course was alright. Dr. Kaplan explains things well. The materials are easy to follow and organized,__row_summary__,,True,True,supported 3/3; sentiment 3/3,All declared aspect sentiments are clearly supported by the review and match the expressed tone.
31,her lectures r okay but snooze fest,lecturer_quality,neutral,True,True,"""lectures r okay"" expresses an average/neutral evaluation of lecture quality.",Both declared labels are directly supported by the review and match the expressed sentiment.
31,her lectures r okay but snooze fest,interest,negative,True,True,"""snooze fest"" clearly indicates the lectures/course are boring (negative interest).",Both declared labels are directly supported by the review and match the expressed sentiment.
31,her lectures r okay but snooze fest,__row_summary__,,True,True,supported 2/2; sentiment 2/2,Both declared labels are directly supported by the review and match the expressed sentiment.
32,it was kinda boring tbh. prof was fine,materials,positive,False,False,The review does not mention course materials at all.,"Only interest and lecturer quality are addressed, and materials is unsupported."
32,it was kinda boring tbh. prof was fine,interest,negative,True,True,"""kinda boring"" clearly indicates negative interest.","Only interest and lecturer quality are addressed, and materials is unsupported."
32,it was kinda boring tbh. prof was fine,lecturer_quality,neutral,True,True,"""prof was fine"" suggests an okay/neutral evaluation of the lecturer.","Only interest and lecturer quality are addressed, and materials is unsupported."
32,it was kinda boring tbh. prof was fine,__row_summary__,,False,False,supported 2/3; sentiment 2/3,"Only interest and lecturer quality are addressed, and materials is unsupported."
33,didn't see job relevance models got old fast,relevance,negative,True,True,"The reviewer says they didn't see job relevance, indicating negative relevance.","Relevance is clearly criticized, while difficulty is not discussed."
33,didn't see job relevance models got old fast,difficulty,neutral,False,False,"The review mentions job relevance and models getting old, but nothing about course difficulty.","Relevance is clearly criticized, while difficulty is not discussed."
33,didn't see job relevance models got old fast,__row_summary__,,False,False,supported 1/2; sentiment 1/2,"Relevance is clearly criticized, while difficulty is not discussed."
34,course was fine tho lecturer seemed okay tbh didnt get much out of it workload was standard overall pretty meh grade didnt help either,lecturer_quality,neutral,True,True,"The review says the lecturer 'seemed okay,' which aligns with a neutral assessment.",Both aspects are mentioned and the declared neutral sentiments are consistent with the wording.
34,course was fine tho lecturer seemed okay tbh didnt get much out of it workload was standard overall pretty meh grade didnt help either,workload,neutral,True,True,"It states 'workload was standard,' indicating a neutral sentiment.",Both aspects are mentioned and the declared neutral sentiments are consistent with the wording.
34,course was fine tho lecturer seemed okay tbh didnt get much out of it workload was standard overall pretty meh grade didnt help either,__row_summary__,,True,True,supported 2/2; sentiment 2/2,Both aspects are mentioned and the declared neutral sentiments are consistent with the wording.
35,the os course was okay. exam was fair. not tricky or hard to understand. prof explained stuff alright. some parts were a bit confusing. got a c grade,exam_fairness,neutral,True,True,"The review explicitly says the exam was fair and not tricky or hard to understand, which reads as neutral-to-positive; neutral is acceptable.",Both aspects are mentioned and the neutral sentiments are consistent with the mixed-to-mildly positive wording.
35,the os course was okay. exam was fair. not tricky or hard to understand. prof explained stuff alright. some parts were a bit confusing. got a c grade,clarity,neutral,True,True,"Mixed clarity: professor explained alright but some parts were confusing, which aligns with a neutral label.",Both aspects are mentioned and the neutral sentiments are consistent with the mixed-to-mildly positive wording.
35,the os course was okay. exam was fair. not tricky or hard to understand. prof explained stuff alright. some parts were a bit confusing. got a c grade,__row_summary__,,True,True,supported 2/2; sentiment 2/2,Both aspects are mentioned and the neutral sentiments are consistent with the mixed-to-mildly positive wording.
36,"the course was okay, but exams were tough and tAs didn't help. office hours were pointless",exam_fairness,neutral,True,False,"The review says 'exams were tough,' which conveys a negative view of exams rather than a neutral stance.","Support is correctly labeled negative, but exam-related sentiment is negative rather than neutral."
36,"the course was okay, but exams were tough and tAs didn't help. office hours were pointless",support,negative,True,True,"The student says TAs didn't help and office hours were pointless, clearly indicating negative support.","Support is correctly labeled negative, but exam-related sentiment is negative rather than neutral."
36,"the course was okay, but exams were tough and tAs didn't help. office hours were pointless",__row_summary__,,True,False,supported 2/2; sentiment 1/2,"Support is correctly labeled negative, but exam-related sentiment is negative rather than neutral."
37,this course is a total sooze,relevance,negative,False,False,The review only says the course is a 'total snooze' (boring) and does not mention relevance.,Only the negative overall experience label is supported; relevance is not evidenced in the text.
37,this course is a total sooze,overall_experience,negative,True,True,Calling the course a 'total snooze' clearly conveys a negative overall experience.,Only the negative overall experience label is supported; relevance is not evidenced in the text.
37,this course is a total sooze,__row_summary__,,False,False,supported 1/2; sentiment 1/2,Only the negative overall experience label is supported; relevance is not evidenced in the text.
38,i don't get eigenvalues,difficulty,neutral,True,False,"Saying ""i don't get eigenvalues"" indicates confusion/struggle, implying negative difficulty rather than neutral.","The review suggests the material is hard to understand, so a neutral difficulty label is not faithful."
38,i don't get eigenvalues,__row_summary__,,True,False,supported 1/1; sentiment 0/1,"The review suggests the material is hard to understand, so a neutral difficulty label is not faithful."
39,this course is a total game-changer!!! exams r super fair tbh i scored a on midterm & final w/o feeling rigged prof levi is amazin her expls might be fuzzy sometimes but she's always down 2 help,exam_fairness,positive,True,True,The reviewer says exams are 'super fair' and not rigged.,"Exam fairness is clearly praised, while clarity is only somewhat criticized and the declared negativity seems too strong."
39,this course is a total game-changer!!! exams r super fair tbh i scored a on midterm & final w/o feeling rigged prof levi is amazin her expls might be fuzzy sometimes but she's always down 2 help,clarity,negative,True,False,"The reviewer says explanations 'might be fuzzy sometimes,' which is a mild negative but not strongly negative overall.","Exam fairness is clearly praised, while clarity is only somewhat criticized and the declared negativity seems too strong."
39,this course is a total game-changer!!! exams r super fair tbh i scored a on midterm & final w/o feeling rigged prof levi is amazin her expls might be fuzzy sometimes but she's always down 2 help,__row_summary__,,True,False,supported 2/2; sentiment 1/2,"Exam fairness is clearly praised, while clarity is only somewhat criticized and the declared negativity seems too strong."
