row_id,n_aspects,n_supported,n_matched,support_rate,match_rate,row_score
211,3,3,1,1.0,0.3333,0.3333
212,1,1,1,1.0,1.0,1.0
213,2,1,1,0.5,0.5,0.5
214,2,2,1,1.0,0.5,0.5
215,1,1,1,1.0,1.0,1.0
216,2,2,2,1.0,1.0,1.0
217,1,1,1,1.0,1.0,1.0
218,3,3,1,1.0,0.3333,0.3333
219,2,2,1,1.0,0.5,0.5
220,1,1,1,1.0,1.0,1.0
221,2,1,1,0.5,0.5,0.5
222,3,2,1,0.6667,0.3333,0.3333
223,3,2,0,0.6667,0.0,0.0
224,2,2,2,1.0,1.0,1.0
225,3,3,2,1.0,0.6667,0.6667
226,2,2,1,1.0,0.5,0.5
227,1,1,1,1.0,1.0,1.0
228,3,2,2,0.6667,0.6667,0.6667
229,2,2,2,1.0,1.0,1.0
230,3,2,1,0.6667,0.3333,0.3333
231,3,3,2,1.0,0.6667,0.6667
232,2,2,1,1.0,0.5,0.5
233,1,1,1,1.0,1.0,1.0
234,2,2,1,1.0,0.5,0.5
235,3,3,2,1.0,0.6667,0.6667
236,1,1,1,1.0,1.0,1.0
237,1,1,1,1.0,1.0,1.0
238,2,1,0,0.5,0.0,0.0
239,1,1,0,1.0,0.0,0.0
240,1,1,0,1.0,0.0,0.0
241,2,1,1,0.5,0.5,0.5
242,2,1,0,0.5,0.0,0.0
243,1,1,1,1.0,1.0,1.0
244,2,2,2,1.0,1.0,1.0
245,1,0,0,0.0,0.0,0.0
246,3,2,2,0.6667,0.6667,0.6667
247,1,1,1,1.0,1.0,1.0
248,1,1,0,1.0,0.0,0.0
249,2,2,2,1.0,1.0,1.0
250,3,3,1,1.0,0.3333,0.3333
251,3,3,2,1.0,0.6667,0.6667
252,1,1,1,1.0,1.0,1.0
253,3,3,1,1.0,0.3333,0.3333
254,3,3,2,1.0,0.6667,0.6667
255,2,2,2,1.0,1.0,1.0
256,1,1,1,1.0,1.0,1.0
257,1,1,1,1.0,1.0,1.0
258,2,1,1,0.5,0.5,0.5
259,2,2,2,1.0,1.0,1.0
260,1,1,1,1.0,1.0,1.0
261,3,0,0,0.0,0.0,0.0
262,1,1,1,1.0,1.0,1.0
263,2,2,2,1.0,1.0,1.0
264,2,2,0,1.0,0.0,0.0
265,3,2,2,0.6667,0.6667,0.6667
266,1,1,0,1.0,0.0,0.0
267,2,2,0,1.0,0.0,0.0
268,2,2,2,1.0,1.0,1.0
269,3,3,2,1.0,0.6667,0.6667
270,2,2,2,1.0,1.0,1.0
271,2,2,0,1.0,0.0,0.0
272,1,1,1,1.0,1.0,1.0
273,1,1,1,1.0,1.0,1.0
274,3,3,2,1.0,0.6667,0.6667
275,2,1,1,0.5,0.5,0.5
276,1,1,1,1.0,1.0,1.0
277,3,1,1,0.3333,0.3333,0.3333
278,2,2,1,1.0,0.5,0.5
279,1,1,0,1.0,0.0,0.0
280,3,3,3,1.0,1.0,1.0
281,3,2,0,0.6667,0.0,0.0
282,2,2,2,1.0,1.0,1.0
283,1,1,1,1.0,1.0,1.0
284,3,2,2,0.6667,0.6667,0.6667
285,1,1,0,1.0,0.0,0.0
286,3,3,3,1.0,1.0,1.0
287,1,1,1,1.0,1.0,1.0
288,1,0,0,0.0,0.0,0.0
289,2,2,2,1.0,1.0,1.0
290,1,1,1,1.0,1.0,1.0
291,2,2,1,1.0,0.5,0.5
292,1,1,0,1.0,0.0,0.0
293,1,1,1,1.0,1.0,1.0
294,2,2,1,1.0,0.5,0.5
295,2,2,1,1.0,0.5,0.5
296,3,3,2,1.0,0.6667,0.6667
297,2,2,2,1.0,1.0,1.0
298,2,2,2,1.0,1.0,1.0
299,1,1,1,1.0,1.0,1.0
300,2,1,1,0.5,0.5,0.5
301,1,0,0,0.0,0.0,0.0
302,2,2,0,1.0,0.0,0.0
303,3,3,0,1.0,0.0,0.0
304,1,1,1,1.0,1.0,1.0
305,3,2,0,0.6667,0.0,0.0
306,2,2,1,1.0,0.5,0.5
307,1,1,1,1.0,1.0,1.0
308,3,3,2,1.0,0.6667,0.6667
309,2,2,2,1.0,1.0,1.0
310,1,1,1,1.0,1.0,1.0
311,1,1,1,1.0,1.0,1.0
312,1,1,1,1.0,1.0,1.0
313,1,1,1,1.0,1.0,1.0
314,1,1,1,1.0,1.0,1.0
315,1,1,1,1.0,1.0,1.0
316,2,2,1,1.0,0.5,0.5
317,2,1,1,0.5,0.5,0.5
318,2,1,0,0.5,0.0,0.0
319,3,3,3,1.0,1.0,1.0
320,1,1,1,1.0,1.0,1.0
321,1,1,1,1.0,1.0,1.0
322,2,2,2,1.0,1.0,1.0
323,3,3,2,1.0,0.6667,0.6667
324,2,2,2,1.0,1.0,1.0
325,1,1,1,1.0,1.0,1.0
326,3,3,3,1.0,1.0,1.0
327,2,2,2,1.0,1.0,1.0
328,3,3,3,1.0,1.0,1.0
329,3,2,1,0.6667,0.3333,0.3333
330,3,2,2,0.6667,0.6667,0.6667
331,2,2,2,1.0,1.0,1.0
332,1,1,1,1.0,1.0,1.0
333,3,3,2,1.0,0.6667,0.6667
334,3,3,2,1.0,0.6667,0.6667
335,3,2,1,0.6667,0.3333,0.3333
336,3,3,2,1.0,0.6667,0.6667
337,2,2,1,1.0,0.5,0.5
338,1,1,1,1.0,1.0,1.0
339,1,1,0,1.0,0.0,0.0
340,2,1,0,0.5,0.0,0.0
341,1,0,0,0.0,0.0,0.0
342,1,1,0,1.0,0.0,0.0
343,2,2,2,1.0,1.0,1.0
344,3,3,0,1.0,0.0,0.0
345,3,3,2,1.0,0.6667,0.6667
346,1,0,0,0.0,0.0,0.0
347,1,1,0,1.0,0.0,0.0
348,1,1,1,1.0,1.0,1.0
349,1,1,1,1.0,1.0,1.0
350,2,2,1,1.0,0.5,0.5
351,2,2,1,1.0,0.5,0.5
352,3,2,1,0.6667,0.3333,0.3333
353,3,3,3,1.0,1.0,1.0
354,2,2,1,1.0,0.5,0.5
355,2,0,0,0.0,0.0,0.0
356,3,3,2,1.0,0.6667,0.6667
357,2,2,2,1.0,1.0,1.0
358,3,2,2,0.6667,0.6667,0.6667
359,1,1,1,1.0,1.0,1.0
360,3,2,1,0.6667,0.3333,0.3333
361,2,2,1,1.0,0.5,0.5
362,1,1,1,1.0,1.0,1.0
363,2,2,1,1.0,0.5,0.5
364,1,1,1,1.0,1.0,1.0
365,1,1,1,1.0,1.0,1.0
366,1,1,0,1.0,0.0,0.0
367,2,2,1,1.0,0.5,0.5
368,1,1,1,1.0,1.0,1.0
369,3,3,2,1.0,0.6667,0.6667
370,2,2,1,1.0,0.5,0.5
371,3,2,1,0.6667,0.3333,0.3333
372,2,2,1,1.0,0.5,0.5
373,3,3,3,1.0,1.0,1.0
374,2,2,2,1.0,1.0,1.0
375,3,2,1,0.6667,0.3333,0.3333
376,2,2,1,1.0,0.5,0.5
377,2,2,2,1.0,1.0,1.0
378,3,3,2,1.0,0.6667,0.6667
379,2,2,2,1.0,1.0,1.0
380,2,1,0,0.5,0.0,0.0
381,3,3,2,1.0,0.6667,0.6667
382,1,1,1,1.0,1.0,1.0
383,2,2,1,1.0,0.5,0.5
384,1,0,0,0.0,0.0,0.0
385,1,1,1,1.0,1.0,1.0
386,1,1,0,1.0,0.0,0.0
387,2,2,2,1.0,1.0,1.0
388,2,2,2,1.0,1.0,1.0
389,2,2,2,1.0,1.0,1.0
390,3,3,2,1.0,0.6667,0.6667
391,3,3,1,1.0,0.3333,0.3333
392,2,2,0,1.0,0.0,0.0
393,1,1,1,1.0,1.0,1.0
394,2,1,0,0.5,0.0,0.0
395,1,1,1,1.0,1.0,1.0
396,2,2,1,1.0,0.5,0.5
397,2,2,1,1.0,0.5,0.5
398,1,1,0,1.0,0.0,0.0
399,2,2,2,1.0,1.0,1.0
400,2,2,1,1.0,0.5,0.5
401,3,2,1,0.6667,0.3333,0.3333
402,1,1,0,1.0,0.0,0.0
403,2,2,1,1.0,0.5,0.5
404,2,2,2,1.0,1.0,1.0
405,2,2,2,1.0,1.0,1.0
406,1,1,1,1.0,1.0,1.0
407,1,1,1,1.0,1.0,1.0
408,3,3,2,1.0,0.6667,0.6667
409,1,1,1,1.0,1.0,1.0
410,2,2,1,1.0,0.5,0.5
411,2,2,1,1.0,0.5,0.5
412,2,1,0,0.5,0.0,0.0
413,3,3,1,1.0,0.3333,0.3333
414,1,1,1,1.0,1.0,1.0
415,1,1,0,1.0,0.0,0.0
416,1,1,1,1.0,1.0,1.0
417,3,2,2,0.6667,0.6667,0.6667
418,2,2,1,1.0,0.5,0.5
419,3,3,2,1.0,0.6667,0.6667
420,2,1,1,0.5,0.5,0.5
421,2,2,1,1.0,0.5,0.5
422,2,1,0,0.5,0.0,0.0
423,1,1,1,1.0,1.0,1.0
424,1,1,0,1.0,0.0,0.0
425,1,1,1,1.0,1.0,1.0
426,2,2,0,1.0,0.0,0.0
427,2,2,1,1.0,0.5,0.5
428,1,1,1,1.0,1.0,1.0
429,2,2,2,1.0,1.0,1.0
430,2,2,2,1.0,1.0,1.0
431,2,2,1,1.0,0.5,0.5
432,1,1,1,1.0,1.0,1.0
433,3,3,3,1.0,1.0,1.0
434,1,1,0,1.0,0.0,0.0
435,2,2,2,1.0,1.0,1.0
436,3,1,0,0.3333,0.0,0.0
437,1,1,0,1.0,0.0,0.0
438,1,1,0,1.0,0.0,0.0
439,1,1,1,1.0,1.0,1.0
440,3,2,1,0.6667,0.3333,0.3333
441,1,1,1,1.0,1.0,1.0
442,2,2,2,1.0,1.0,1.0
443,1,0,0,0.0,0.0,0.0
444,1,1,1,1.0,1.0,1.0
445,3,2,0,0.6667,0.0,0.0
446,3,3,2,1.0,0.6667,0.6667
447,2,1,1,0.5,0.5,0.5
448,1,1,0,1.0,0.0,0.0
449,3,2,1,0.6667,0.3333,0.3333
450,2,2,1,1.0,0.5,0.5
451,1,1,1,1.0,1.0,1.0
452,1,1,1,1.0,1.0,1.0
453,3,3,3,1.0,1.0,1.0
454,2,2,1,1.0,0.5,0.5
455,1,1,0,1.0,0.0,0.0
456,3,2,1,0.6667,0.3333,0.3333
457,2,2,1,1.0,0.5,0.5
458,3,3,3,1.0,1.0,1.0
459,3,2,2,0.6667,0.6667,0.6667
460,2,2,2,1.0,1.0,1.0
461,2,2,0,1.0,0.0,0.0
462,3,2,1,0.6667,0.3333,0.3333
463,2,2,2,1.0,1.0,1.0
464,1,1,1,1.0,1.0,1.0
465,3,3,3,1.0,1.0,1.0
466,1,1,0,1.0,0.0,0.0
467,1,1,1,1.0,1.0,1.0
468,2,1,0,0.5,0.0,0.0
469,3,3,2,1.0,0.6667,0.6667
470,1,1,1,1.0,1.0,1.0
471,2,2,1,1.0,0.5,0.5
472,3,2,2,0.6667,0.6667,0.6667
473,3,1,1,0.3333,0.3333,0.3333
474,3,3,2,1.0,0.6667,0.6667
475,3,2,1,0.6667,0.3333,0.3333
476,1,1,0,1.0,0.0,0.0
477,1,1,1,1.0,1.0,1.0
478,2,2,1,1.0,0.5,0.5
479,1,0,0,0.0,0.0,0.0
480,1,1,1,1.0,1.0,1.0
481,2,2,0,1.0,0.0,0.0
482,1,1,0,1.0,0.0,0.0
483,2,1,1,0.5,0.5,0.5
484,2,2,2,1.0,1.0,1.0
485,1,1,1,1.0,1.0,1.0
486,2,2,2,1.0,1.0,1.0
487,2,2,1,1.0,0.5,0.5
488,1,1,1,1.0,1.0,1.0
489,3,3,2,1.0,0.6667,0.6667
490,2,2,1,1.0,0.5,0.5
491,1,0,0,0.0,0.0,0.0
492,3,2,1,0.6667,0.3333,0.3333
493,2,2,1,1.0,0.5,0.5
494,1,1,1,1.0,1.0,1.0
495,2,1,1,0.5,0.5,0.5
496,1,1,1,1.0,1.0,1.0
497,3,3,1,1.0,0.3333,0.3333
498,1,1,1,1.0,1.0,1.0
499,2,2,2,1.0,1.0,1.0
500,1,1,0,1.0,0.0,0.0
501,1,1,1,1.0,1.0,1.0
502,3,2,2,0.6667,0.6667,0.6667
503,2,2,1,1.0,0.5,0.5
504,1,1,1,1.0,1.0,1.0
505,2,2,2,1.0,1.0,1.0
506,1,1,1,1.0,1.0,1.0
507,3,2,2,0.6667,0.6667,0.6667
508,3,3,1,1.0,0.3333,0.3333
509,3,3,1,1.0,0.3333,0.3333
510,3,2,2,0.6667,0.6667,0.6667
511,3,2,1,0.6667,0.3333,0.3333
512,2,1,0,0.5,0.0,0.0
513,1,1,1,1.0,1.0,1.0
514,1,1,1,1.0,1.0,1.0
515,3,2,2,0.6667,0.6667,0.6667
516,1,1,1,1.0,1.0,1.0
517,3,3,2,1.0,0.6667,0.6667
518,3,3,3,1.0,1.0,1.0
519,1,1,1,1.0,1.0,1.0
520,2,1,0,0.5,0.0,0.0
521,2,2,0,1.0,0.0,0.0
522,2,2,1,1.0,0.5,0.5
523,3,3,2,1.0,0.6667,0.6667
524,3,2,1,0.6667,0.3333,0.3333
525,3,0,0,0.0,0.0,0.0
526,1,1,1,1.0,1.0,1.0
527,1,1,1,1.0,1.0,1.0
528,2,1,1,0.5,0.5,0.5
529,3,3,2,1.0,0.6667,0.6667
530,2,1,1,0.5,0.5,0.5
531,2,2,2,1.0,1.0,1.0
532,2,2,2,1.0,1.0,1.0
533,2,2,1,1.0,0.5,0.5
534,2,2,2,1.0,1.0,1.0
535,2,0,0,0.0,0.0,0.0
536,2,2,0,1.0,0.0,0.0
537,1,1,1,1.0,1.0,1.0
538,2,2,1,1.0,0.5,0.5
539,2,1,1,0.5,0.5,0.5
540,1,1,1,1.0,1.0,1.0
541,3,3,3,1.0,1.0,1.0
542,1,0,0,0.0,0.0,0.0
543,3,3,2,1.0,0.6667,0.6667
544,1,1,1,1.0,1.0,1.0
545,3,3,1,1.0,0.3333,0.3333
546,1,1,1,1.0,1.0,1.0
547,3,3,2,1.0,0.6667,0.6667
548,1,1,0,1.0,0.0,0.0
549,3,3,3,1.0,1.0,1.0
550,1,1,1,1.0,1.0,1.0
551,3,2,1,0.6667,0.3333,0.3333
552,3,1,1,0.3333,0.3333,0.3333
553,3,1,1,0.3333,0.3333,0.3333
554,1,1,0,1.0,0.0,0.0
555,2,1,0,0.5,0.0,0.0
556,2,2,1,1.0,0.5,0.5
557,2,2,2,1.0,1.0,1.0
558,2,1,1,0.5,0.5,0.5
559,3,3,3,1.0,1.0,1.0
560,2,2,2,1.0,1.0,1.0
561,2,1,1,0.5,0.5,0.5
562,2,1,1,0.5,0.5,0.5
563,1,1,0,1.0,0.0,0.0
564,1,1,0,1.0,0.0,0.0
565,3,2,1,0.6667,0.3333,0.3333
566,2,2,2,1.0,1.0,1.0
567,1,1,0,1.0,0.0,0.0
568,3,2,2,0.6667,0.6667,0.6667
569,1,1,1,1.0,1.0,1.0
570,2,1,1,0.5,0.5,0.5
571,2,2,2,1.0,1.0,1.0
572,2,1,1,0.5,0.5,0.5
573,3,2,1,0.6667,0.3333,0.3333
574,2,1,0,0.5,0.0,0.0
575,2,1,1,0.5,0.5,0.5
576,2,1,1,0.5,0.5,0.5
577,2,2,0,1.0,0.0,0.0
578,3,2,1,0.6667,0.3333,0.3333
579,1,1,1,1.0,1.0,1.0
580,1,1,1,1.0,1.0,1.0
581,1,1,1,1.0,1.0,1.0
582,1,1,1,1.0,1.0,1.0
583,1,0,0,0.0,0.0,0.0
584,2,2,0,1.0,0.0,0.0
585,1,1,1,1.0,1.0,1.0
586,3,2,2,0.6667,0.6667,0.6667
587,3,3,1,1.0,0.3333,0.3333
588,2,2,1,1.0,0.5,0.5
589,1,1,1,1.0,1.0,1.0
590,3,3,2,1.0,0.6667,0.6667
591,1,1,0,1.0,0.0,0.0
592,1,1,1,1.0,1.0,1.0
593,2,2,0,1.0,0.0,0.0
594,2,1,1,0.5,0.5,0.5
595,1,1,1,1.0,1.0,1.0
596,3,2,2,0.6667,0.6667,0.6667
597,2,2,1,1.0,0.5,0.5
598,2,2,2,1.0,1.0,1.0
599,2,2,2,1.0,1.0,1.0
600,3,3,2,1.0,0.6667,0.6667
601,1,1,1,1.0,1.0,1.0
602,2,2,2,1.0,1.0,1.0
603,2,1,1,0.5,0.5,0.5
604,3,2,0,0.6667,0.0,0.0
605,3,3,2,1.0,0.6667,0.6667
606,2,2,1,1.0,0.5,0.5
607,3,2,2,0.6667,0.6667,0.6667
608,1,1,1,1.0,1.0,1.0
609,2,1,1,0.5,0.5,0.5
610,2,0,0,0.0,0.0,0.0
611,3,1,1,0.3333,0.3333,0.3333
612,3,3,2,1.0,0.6667,0.6667
613,3,3,3,1.0,1.0,1.0
614,2,2,2,1.0,1.0,1.0
615,1,1,0,1.0,0.0,0.0
616,1,1,1,1.0,1.0,1.0
617,1,1,1,1.0,1.0,1.0
618,2,1,1,0.5,0.5,0.5
619,2,1,1,0.5,0.5,0.5
620,2,1,1,0.5,0.5,0.5
621,3,1,0,0.3333,0.0,0.0
622,3,3,1,1.0,0.3333,0.3333
623,2,2,1,1.0,0.5,0.5
624,3,2,0,0.6667,0.0,0.0
625,2,2,1,1.0,0.5,0.5
626,1,1,1,1.0,1.0,1.0
627,1,1,1,1.0,1.0,1.0
628,1,1,1,1.0,1.0,1.0
629,3,3,2,1.0,0.6667,0.6667
630,3,2,0,0.6667,0.0,0.0
631,1,0,0,0.0,0.0,0.0
632,3,1,1,0.3333,0.3333,0.3333
633,1,1,0,1.0,0.0,0.0
634,2,1,1,0.5,0.5,0.5
635,3,3,2,1.0,0.6667,0.6667
636,1,1,1,1.0,1.0,1.0
637,1,1,1,1.0,1.0,1.0
638,3,2,2,0.6667,0.6667,0.6667
639,2,1,1,0.5,0.5,0.5
640,2,1,1,0.5,0.5,0.5
641,3,3,1,1.0,0.3333,0.3333
642,3,3,1,1.0,0.3333,0.3333
643,1,1,0,1.0,0.0,0.0
644,1,1,1,1.0,1.0,1.0
645,1,1,0,1.0,0.0,0.0
646,3,3,2,1.0,0.6667,0.6667
647,1,1,1,1.0,1.0,1.0
648,3,3,3,1.0,1.0,1.0
649,2,1,1,0.5,0.5,0.5
650,2,2,0,1.0,0.0,0.0
651,3,2,1,0.6667,0.3333,0.3333
652,2,2,1,1.0,0.5,0.5
653,3,3,1,1.0,0.3333,0.3333
654,3,3,3,1.0,1.0,1.0
655,3,3,2,1.0,0.6667,0.6667
656,2,2,2,1.0,1.0,1.0
657,3,3,3,1.0,1.0,1.0
658,1,1,1,1.0,1.0,1.0
659,3,2,1,0.6667,0.3333,0.3333
660,1,1,1,1.0,1.0,1.0
661,1,1,1,1.0,1.0,1.0
662,3,2,2,0.6667,0.6667,0.6667
663,3,2,2,0.6667,0.6667,0.6667
664,1,1,0,1.0,0.0,0.0
665,3,3,1,1.0,0.3333,0.3333
666,2,2,2,1.0,1.0,1.0
667,3,3,3,1.0,1.0,1.0
668,1,1,0,1.0,0.0,0.0
669,2,2,2,1.0,1.0,1.0
670,3,2,1,0.6667,0.3333,0.3333
671,3,2,2,0.6667,0.6667,0.6667
672,1,1,1,1.0,1.0,1.0
673,3,3,1,1.0,0.3333,0.3333
674,3,1,1,0.3333,0.3333,0.3333
675,1,1,0,1.0,0.0,0.0
