grouping,approach,group_name,precision,recall,f1,support
none_20_aspects,distilbert-base-uncased,practical_application,0.5555555555555556,0.2604166666666667,0.3546099290780142,96
none_20_aspects,distilbert-base-uncased,prerequisite_fit,0.3076923076923077,0.1553398058252427,0.2064516129032258,103
none_20_aspects,distilbert-base-uncased,relevance,0.625,0.06097560975609756,0.1111111111111111,82
none_20_aspects,distilbert-base-uncased,support,0.11090909090909092,0.6354166666666666,0.18885448916408668,96
none_20_aspects,distilbert-base-uncased,tooling_usability,0.7391304347826086,0.3063063063063063,0.43312101910828027,111
none_20_aspects,distilbert-base-uncased,workload,0.6901408450704225,0.620253164556962,0.6533333333333333,79
none_20_aspects,distilbert_joint,accessibility,0.09653725078698845,1.0,0.17607655502392344,92
none_20_aspects,distilbert_joint,assessment_design,0.868421052631579,0.30275229357798167,0.4489795918367347,109
none_20_aspects,distilbert_joint,clarity,0.1282565130260521,0.6464646464646465,0.2140468227424749,99
none_20_aspects,distilbert_joint,difficulty,0.11359026369168357,0.5894736842105263,0.19047619047619047,95
none_20_aspects,distilbert_joint,exam_fairness,0.6065573770491803,0.3627450980392157,0.4539877300613497,102
none_20_aspects,distilbert_joint,feedback_quality,0.10182370820668693,0.8170731707317073,0.1810810810810811,82
none_20_aspects,distilbert_joint,grading_transparency,0.7735849056603774,0.37962962962962965,0.5093167701863354,108
none_20_aspects,distilbert_joint,interest,0.14655172413793102,0.5666666666666667,0.2328767123287671,90
none_20_aspects,distilbert_joint,lecturer_quality,0.4246575342465753,0.3069306930693069,0.3563218390804598,101
none_20_aspects,distilbert_joint,materials,0.7435897435897436,0.30851063829787234,0.43609022556390975,94
none_20_aspects,distilbert_joint,organization,0.9545454545454546,0.19811320754716982,0.328125,106
none_20_aspects,distilbert_joint,overall_experience,0.13452914798206278,0.7692307692307693,0.22900763358778625,117
none_20_aspects,distilbert_joint,pacing,0.5975609756097561,0.46226415094339623,0.5212765957446809,106
none_20_aspects,distilbert_joint,peer_interaction,0.21487603305785125,0.24299065420560748,0.22807017543859648,107
none_20_aspects,distilbert_joint,practical_application,0.49230769230769234,0.3333333333333333,0.39751552795031053,96
none_20_aspects,distilbert_joint,prerequisite_fit,0.09785522788203753,0.7525773195876289,0.17319098457888493,97
none_20_aspects,distilbert_joint,relevance,0.2013888888888889,0.2761904761904762,0.23293172690763053,105
none_20_aspects,distilbert_joint,support,0.13,0.40625,0.19696969696969696,96
none_20_aspects,distilbert_joint,tooling_usability,0.5873015873015873,0.34579439252336447,0.43529411764705883,107
none_20_aspects,distilbert_joint,workload,0.6091954022988506,0.5096153846153846,0.5549738219895288,104
none_20_aspects,openai-gpt-5.4-zero-shot,accessibility,0.4375,0.07608695652173914,0.12962962962962962,92
none_20_aspects,openai-gpt-5.4-zero-shot,assessment_design,0.31007751937984496,0.3669724770642202,0.33613445378151263,109
none_20_aspects,openai-gpt-5.4-zero-shot,clarity,0.16826923076923078,0.35353535353535354,0.2280130293159609,99
none_20_aspects,openai-gpt-5.4-zero-shot,difficulty,0.35714285714285715,0.10526315789473684,0.16260162601626016,95
none_20_aspects,openai-gpt-5.4-zero-shot,exam_fairness,0.5901639344262295,0.35294117647058826,0.44171779141104295,102
none_20_aspects,openai-gpt-5.4-zero-shot,feedback_quality,0.0975609756097561,0.43902439024390244,0.15964523281596452,82
none_20_aspects,openai-gpt-5.4-zero-shot,grading_transparency,0.27053140096618356,0.5185185185185185,0.35555555555555557,108
none_20_aspects,openai-gpt-5.4-zero-shot,interest,0.2222222222222222,0.044444444444444446,0.07407407407407407,90
none_20_aspects,openai-gpt-5.4-zero-shot,lecturer_quality,0.25274725274725274,0.22772277227722773,0.23958333333333334,101
none_20_aspects,openai-gpt-5.4-zero-shot,materials,0.2753623188405797,0.20212765957446807,0.2331288343558282,94
none_20_aspects,openai-gpt-5.4-zero-shot,organization,0.47692307692307695,0.29245283018867924,0.36257309941520466,106
none_20_aspects,openai-gpt-5.4-zero-shot,overall_experience,0.06666666666666667,0.008547008547008548,0.015151515151515152,117
none_20_aspects,openai-gpt-5.4-zero-shot,pacing,0.25757575757575757,0.6415094339622641,0.3675675675675676,106
none_20_aspects,openai-gpt-5.4-zero-shot,peer_interaction,0.192,0.22429906542056074,0.20689655172413793,107
none_20_aspects,openai-gpt-5.4-zero-shot,practical_application,0.3108108108108108,0.23958333333333334,0.27058823529411763,96
none_20_aspects,openai-gpt-5.4-zero-shot,prerequisite_fit,0.1696969696969697,0.28865979381443296,0.21374045801526717,97
none_20_aspects,openai-gpt-5.4-zero-shot,relevance,0.5357142857142857,0.14285714285714285,0.22556390977443608,105
none_20_aspects,openai-gpt-5.4-zero-shot,support,0.10491803278688525,0.3333333333333333,0.1596009975062344,96
none_20_aspects,openai-gpt-5.4-zero-shot,tooling_usability,0.16666666666666666,0.6261682242990654,0.2632612966601179,107
none_20_aspects,openai-gpt-5.4-zero-shot,workload,0.20080321285140562,0.4807692307692308,0.28328611898017,104
none_20_aspects,roberta-base,accessibility,0.092,1.0,0.1684981684981685,92
none_20_aspects,roberta-base,assessment_design,0.109,1.0,0.19657348963029755,109
none_20_aspects,roberta-base,clarity,0.099,1.0,0.18016378525932666,99
none_20_aspects,roberta-base,difficulty,0.095,1.0,0.1735159817351598,95
none_20_aspects,roberta-base,exam_fairness,0.102,1.0,0.1851179673321234,102
none_20_aspects,roberta-base,feedback_quality,0.082,1.0,0.15157116451016636,82
none_20_aspects,roberta-base,grading_transparency,0.108,1.0,0.19494584837545126,108
none_20_aspects,roberta-base,interest,0.09,1.0,0.1651376146788991,90
none_20_aspects,roberta-base,lecturer_quality,0.101,1.0,0.18346957311534967,101
none_20_aspects,roberta-base,materials,0.094,1.0,0.17184643510054845,94
none_20_aspects,roberta-base,organization,0.106,1.0,0.19168173598553345,106
none_20_aspects,roberta-base,overall_experience,0.117,1.0,0.20948970456580127,117
none_20_aspects,roberta-base,pacing,0.106,1.0,0.19168173598553345,106
none_20_aspects,roberta-base,peer_interaction,0.107,1.0,0.1933152664859982,107
none_20_aspects,roberta-base,practical_application,0.096,1.0,0.17518248175182483,96
none_20_aspects,roberta-base,prerequisite_fit,0.097,1.0,0.17684594348222424,97
none_20_aspects,roberta-base,relevance,0.105,1.0,0.19004524886877827,105
none_20_aspects,roberta-base,support,0.096,1.0,0.17518248175182483,96
none_20_aspects,roberta-base,tooling_usability,0.107,1.0,0.1933152664859982,107
none_20_aspects,roberta-base,workload,0.104,1.0,0.18840579710144928,104
none_20_aspects,tfidf_two_step,accessibility,0.14836795252225518,0.42735042735042733,0.22026431718061673,117
none_20_aspects,tfidf_two_step,assessment_design,0.6046511627906976,0.3058823529411765,0.40625,85
none_20_aspects,tfidf_two_step,clarity,0.18181818181818182,0.17204301075268819,0.17679558011049723,93
none_20_aspects,tfidf_two_step,difficulty,0.14814814814814814,0.38461538461538464,0.21390374331550802,104
none_20_aspects,tfidf_two_step,exam_fairness,0.618421052631579,0.40869565217391307,0.49214659685863876,115
none_20_aspects,tfidf_two_step,feedback_quality,0.10096153846153846,0.4666666666666667,0.16600790513833993,90
none_20_aspects,tfidf_two_step,grading_transparency,0.34782608695652173,0.38095238095238093,0.36363636363636365,105
none_20_aspects,tfidf_two_step,interest,0.12093023255813953,0.5148514851485149,0.1958568738229755,101
none_20_aspects,tfidf_two_step,lecturer_quality,0.2962962962962963,0.15841584158415842,0.2064516129032258,101
none_20_aspects,tfidf_two_step,materials,0.3282442748091603,0.39090909090909093,0.35684647302904565,110
none_20_aspects,tfidf_two_step,organization,0.296875,0.20430107526881722,0.24203821656050956,93
none_20_aspects,tfidf_two_step,overall_experience,0.1148036253776435,0.38,0.17633410672853828,100
none_20_aspects,tfidf_two_step,pacing,0.36885245901639346,0.5113636363636364,0.42857142857142855,88
none_20_aspects,tfidf_two_step,peer_interaction,0.2358974358974359,0.4,0.2967741935483871,115
none_20_aspects,tfidf_two_step,practical_application,0.45,0.1875,0.2647058823529412,96
none_20_aspects,tfidf_two_step,prerequisite_fit,0.13651877133105803,0.3883495145631068,0.20202020202020202,103
none_20_aspects,tfidf_two_step,relevance,0.11724137931034483,0.4146341463414634,0.1827956989247312,82
none_20_aspects,tfidf_two_step,support,0.09836065573770492,1.0,0.1791044776119403,96
none_20_aspects,tfidf_two_step,tooling_usability,0.31958762886597936,0.27927927927927926,0.2980769230769231,111
none_20_aspects,tfidf_two_step,workload,0.44642857142857145,0.6329113924050633,0.5235602094240838,79
pedagogical,albert-base-v2,assessment_course_management,0.456,1.0,0.6263736263736264,456
pedagogical,albert-base-v2,engagement_value,0.361,1.0,0.5304922850844966,361
pedagogical,albert-base-v2,instructional_quality,0.352,1.0,0.5207100591715976,352
pedagogical,albert-base-v2,learning_demand_readiness,0.355,1.0,0.5239852398523985,355
pedagogical,albert-base-v2,learning_environment,0.282,1.0,0.43993759750390016,282
pedagogical,bert-base-uncased,assessment_course_management,0.8078602620087336,0.4147982062780269,0.5481481481481482,446
pedagogical,bert-base-uncased,engagement_value,0.35409457900807384,0.8976608187134503,0.5078577336641853,342
pedagogical,bert-base-uncased,instructional_quality,0.4642857142857143,0.5652173913043478,0.5098039215686274,345
pedagogical,bert-base-uncased,learning_demand_readiness,0.4682713347921225,0.6350148367952523,0.5390428211586902,337
pedagogical,bert-base-uncased,learning_environment,0.33707865168539325,0.7717041800643086,0.46920821114369504,311
pedagogical,bert_joint,assessment_course_management,0.7768924302788844,0.4276315789473684,0.5516265912305516,456
pedagogical,bert_joint,engagement_value,0.3857988165680473,0.9030470914127424,0.5406301824212272,361
pedagogical,bert_joint,instructional_quality,0.38270142180094785,0.9176136363636364,0.540133779264214,352
pedagogical,bert_joint,learning_demand_readiness,0.37986270022883295,0.9352112676056338,0.5402766476810414,355
pedagogical,bert_joint,learning_environment,0.3034825870646766,0.8652482269503546,0.44935543278084716,282
pedagogical,distilbert-base-uncased,assessment_course_management,0.8571428571428571,0.3901345291479821,0.5362095531587057,446
pedagogical,distilbert-base-uncased,engagement_value,0.3515981735159817,0.9005847953216374,0.5057471264367817,342
pedagogical,distilbert-base-uncased,instructional_quality,0.3947001394700139,0.8202898550724638,0.5329566854990584,345
pedagogical,distilbert-base-uncased,learning_demand_readiness,0.5113350125944585,0.6023738872403561,0.553133514986376,337
pedagogical,distilbert-base-uncased,learning_environment,0.36,0.7234726688102894,0.4807692307692308,311
pedagogical,distilbert_joint,assessment_course_management,0.8497652582159625,0.3969298245614035,0.5411061285500748,456
pedagogical,distilbert_joint,engagement_value,0.3968668407310705,0.8421052631578947,0.5394853593611357,361
pedagogical,distilbert_joint,instructional_quality,0.3912466843501326,0.8380681818181818,0.5334538878842676,352
pedagogical,distilbert_joint,learning_demand_readiness,0.36534216335540837,0.9323943661971831,0.5249801744647106,355
pedagogical,distilbert_joint,learning_environment,0.28541448058761804,0.9645390070921985,0.4404858299595142,282
pedagogical,openai-gpt-5.4-zero-shot,assessment_course_management,0.4899135446685879,0.7456140350877193,0.591304347826087,456
pedagogical,openai-gpt-5.4-zero-shot,engagement_value,0.553030303030303,0.20221606648199447,0.2961460446247465,361
pedagogical,openai-gpt-5.4-zero-shot,instructional_quality,0.38349514563106796,0.6732954545454546,0.488659793814433,352
pedagogical,openai-gpt-5.4-zero-shot,learning_demand_readiness,0.4098360655737705,0.704225352112676,0.5181347150259067,355
pedagogical,openai-gpt-5.4-zero-shot,learning_environment,0.3293269230769231,0.4858156028368794,0.39255014326647564,282
pedagogical,roberta-base,assessment_course_management,0.456,1.0,0.6263736263736264,456
pedagogical,roberta-base,engagement_value,0.361,1.0,0.5304922850844966,361
pedagogical,roberta-base,instructional_quality,0.352,1.0,0.5207100591715976,352
pedagogical,roberta-base,learning_demand_readiness,0.355,1.0,0.5239852398523985,355
pedagogical,roberta-base,learning_environment,0.282,1.0,0.43993759750390016,282
pedagogical,tfidf_two_step,assessment_course_management,0.6324786324786325,0.4977578475336323,0.5570890840652447,446
pedagogical,tfidf_two_step,engagement_value,0.3557951482479784,0.7719298245614035,0.4870848708487085,342
pedagogical,tfidf_two_step,instructional_quality,0.38267148014440433,0.6144927536231884,0.47163515016685204,345
pedagogical,tfidf_two_step,learning_demand_readiness,0.40978077571669475,0.7210682492581603,0.5225806451612903,337
pedagogical,tfidf_two_step,learning_environment,0.3130081300813008,0.9903536977491961,0.4756756756756757,311
confusion_regularized,albert-base-v2,assessment_structure,0.385,1.0,0.555956678700361,385
confusion_regularized,albert-base-v2,demand_readiness,0.355,1.0,0.5239852398523985,355
confusion_regularized,albert-base-v2,global_engagement,0.199,1.0,0.33194328607172646,199
confusion_regularized,albert-base-v2,support_friction,0.42,1.0,0.5915492957746479,420
confusion_regularized,albert-base-v2,teaching_content,0.435,1.0,0.6062717770034843,435
confusion_regularized,bert-base-uncased,assessment_structure,0.8176100628930818,0.3581267217630854,0.49808429118773945,363
confusion_regularized,bert-base-uncased,demand_readiness,0.4682713347921225,0.6350148367952523,0.5390428211586902,337
confusion_regularized,bert-base-uncased,global_engagement,0.20192307692307693,0.8571428571428571,0.32684824902723736,196
confusion_regularized,bert-base-uncased,support_friction,0.4914586070959264,0.8201754385964912,0.6146261298274446,456
confusion_regularized,bert-base-uncased,teaching_content,0.5894039735099338,0.4362745098039216,0.5014084507042254,408
confusion_regularized,bert_joint,assessment_structure,0.7954545454545454,0.36363636363636365,0.49910873440285203,385
confusion_regularized,bert_joint,demand_readiness,0.37986270022883295,0.9352112676056338,0.5402766476810414,355
confusion_regularized,bert_joint,global_engagement,0.2113526570048309,0.8793969849246231,0.34079844206426485,199
confusion_regularized,bert_joint,support_friction,0.4444444444444444,0.9523809523809523,0.6060606060606061,420
confusion_regularized,bert_joint,teaching_content,0.5204582651391162,0.7310344827586207,0.6080305927342257,435
confusion_regularized,distilbert-base-uncased,assessment_structure,0.8375,0.3691460055096419,0.5124282982791587,363
confusion_regularized,distilbert-base-uncased,demand_readiness,0.5113350125944585,0.6023738872403561,0.553133514986376,337
confusion_regularized,distilbert-base-uncased,global_engagement,0.20209059233449478,0.8877551020408163,0.32923368022705773,196
confusion_regularized,distilbert-base-uncased,support_friction,0.49295774647887325,0.8442982456140351,0.6224737267582862,456
confusion_regularized,distilbert-base-uncased,teaching_content,0.6583333333333333,0.3872549019607843,0.4876543209876543,408
confusion_regularized,distilbert_joint,assessment_structure,0.9006622516556292,0.35324675324675325,0.5074626865671642,385
confusion_regularized,distilbert_joint,demand_readiness,0.36534216335540837,0.9323943661971831,0.5249801744647106,355
confusion_regularized,distilbert_joint,global_engagement,0.2273972602739726,0.8341708542713567,0.3573735199138859,199
confusion_regularized,distilbert_joint,support_friction,0.4282722513089005,0.9738095238095238,0.5949090909090909,420
confusion_regularized,distilbert_joint,teaching_content,0.5190311418685121,0.6896551724137931,0.5923000987166831,435
confusion_regularized,openai-gpt-5.4-zero-shot,assessment_structure,0.5048076923076923,0.5454545454545454,0.5243445692883895,385
confusion_regularized,openai-gpt-5.4-zero-shot,demand_readiness,0.4098360655737705,0.704225352112676,0.5181347150259067,355
confusion_regularized,openai-gpt-5.4-zero-shot,global_engagement,0.30303030303030304,0.05025125628140704,0.08620689655172414,199
confusion_regularized,openai-gpt-5.4-zero-shot,support_friction,0.4373522458628842,0.8809523809523809,0.584518167456556,420
confusion_regularized,openai-gpt-5.4-zero-shot,teaching_content,0.5093023255813953,0.503448275862069,0.5063583815028901,435
confusion_regularized,roberta-base,assessment_structure,0.385,1.0,0.555956678700361,385
confusion_regularized,roberta-base,demand_readiness,0.355,1.0,0.5239852398523985,355
confusion_regularized,roberta-base,global_engagement,0.199,1.0,0.33194328607172646,199
confusion_regularized,roberta-base,support_friction,0.42,1.0,0.5915492957746479,420
confusion_regularized,roberta-base,teaching_content,0.435,1.0,0.6062717770034843,435
confusion_regularized,tfidf_two_step,assessment_structure,0.6007326007326007,0.45179063360881544,0.5157232704402516,363
confusion_regularized,tfidf_two_step,demand_readiness,0.40978077571669475,0.7210682492581603,0.5225806451612903,337
confusion_regularized,tfidf_two_step,global_engagement,0.19901315789473684,0.6173469387755102,0.3009950248756219,196
confusion_regularized,tfidf_two_step,support_friction,0.4578680203045685,0.9890350877192983,0.6259541984732825,456
confusion_regularized,tfidf_two_step,teaching_content,0.45656565656565656,0.553921568627451,0.5005537098560354,408
