row_id,support_rate_gpt,match_rate_gpt,support_rate_llama-3.3-70b,match_rate_llama-3.3-70b,support_rate_glm-4.6,match_rate_glm-4.6
123,0.0,0.0,1.0,1.0,1.0,1.0
124,0.0,0.0,0.0,0.0,0.0,0.0
125,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
126,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
127,0.0,0.0,0.0,0.0,0.0,0.0
128,1.0,0.5,1.0,0.0,1.0,0.5
129,1.0,0.0,1.0,0.0,1.0,0.5
130,1.0,1.0,0.5,0.5,0.5,0.5
131,0.0,0.0,0.0,0.0,0.0,0.0
132,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
133,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666
134,1.0,1.0,1.0,1.0,1.0,1.0
135,0.5,0.0,0.5,0.0,0.5,0.0
136,1.0,0.0,1.0,1.0,1.0,1.0
137,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666
138,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
139,1.0,0.5,0.5,0.0,1.0,0.5
140,1.0,0.0,1.0,0.0,1.0,0.0
141,1.0,1.0,1.0,1.0,1.0,1.0
142,1.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.6666666666666666
143,1.0,0.0,1.0,0.0,1.0,0.0
144,0.5,0.5,0.5,0.5,0.5,0.5
145,1.0,1.0,1.0,0.0,1.0,1.0
146,0.5,0.0,0.0,0.0,0.5,0.5
147,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333
148,1.0,0.0,1.0,0.0,1.0,1.0
149,1.0,0.5,0.5,0.5,0.5,0.5
150,0.5,0.0,1.0,0.0,1.0,1.0
151,1.0,0.0,1.0,0.0,1.0,0.0
152,1.0,1.0,1.0,1.0,1.0,1.0
153,0.5,0.5,0.5,0.5,0.5,0.5
154,1.0,0.5,1.0,0.5,1.0,1.0
155,1.0,0.0,1.0,0.0,1.0,1.0
156,1.0,1.0,1.0,1.0,1.0,1.0
157,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333
158,1.0,0.5,1.0,0.5,1.0,1.0
159,1.0,1.0,1.0,1.0,1.0,1.0
160,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666
161,0.5,0.0,0.5,0.5,0.5,0.5
162,1.0,0.0,1.0,0.0,0.6666666666666666,0.6666666666666666
163,0.0,0.0,0.0,0.0,0.0,0.0
164,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333
165,1.0,0.5,1.0,1.0,1.0,0.5
166,1.0,0.5,1.0,0.5,0.5,0.0
167,0.0,0.0,0.0,0.0,0.0,0.0
168,1.0,0.5,0.5,0.5,0.5,0.5
169,1.0,1.0,1.0,1.0,0.0,0.0
170,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333
171,0.5,0.5,0.5,0.5,0.5,0.5
172,1.0,0.0,1.0,0.0,1.0,0.0
173,0.5,0.0,0.5,0.5,0.0,0.0
174,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
175,1.0,1.0,1.0,1.0,1.0,1.0
176,1.0,1.0,1.0,1.0,1.0,1.0
177,1.0,1.0,1.0,1.0,1.0,1.0
178,1.0,0.0,1.0,0.0,1.0,1.0
179,1.0,0.5,0.5,0.0,0.5,0.5
180,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333
181,1.0,0.5,1.0,0.5,1.0,0.5
182,1.0,0.0,1.0,0.0,1.0,0.0
183,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
184,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666
185,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0
186,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666
187,0.5,0.5,1.0,1.0,0.5,0.5
188,1.0,0.5,1.0,1.0,1.0,0.5
189,1.0,1.0,1.0,1.0,1.0,1.0
190,1.0,0.5,1.0,0.5,1.0,1.0
191,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
192,1.0,0.5,0.5,0.5,1.0,1.0
193,1.0,1.0,1.0,1.0,1.0,1.0
194,0.5,0.5,0.5,0.5,0.5,0.5
195,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333
196,1.0,1.0,1.0,1.0,1.0,1.0
197,1.0,0.0,1.0,0.0,1.0,0.0
198,0.0,0.0,0.0,0.0,1.0,1.0
199,1.0,1.0,1.0,0.3333333333333333,1.0,1.0
200,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333
201,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333
202,1.0,1.0,1.0,1.0,1.0,1.0
203,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333
204,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333
205,1.0,1.0,0.5,0.5,0.5,0.5
206,0.0,0.0,0.0,0.0,0.0,0.0
207,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666
208,0.5,0.0,0.5,0.0,0.5,0.0
209,1.0,1.0,1.0,0.0,0.0,0.0
210,0.0,0.0,0.0,0.0,1.0,0.0
211,0.0,0.0,0.0,0.0,1.0,1.0
212,1.0,0.5,1.0,0.5,1.0,0.5
213,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
214,1.0,0.5,0.5,0.5,0.5,0.5
215,1.0,0.0,1.0,0.0,1.0,0.0
216,1.0,0.0,1.0,0.0,1.0,0.0
217,0.5,0.0,0.5,0.0,0.5,0.0
218,1.0,0.0,0.5,0.5,0.5,0.5
219,0.0,0.0,0.0,0.0,1.0,1.0
220,0.5,0.0,0.5,0.0,0.0,0.0
221,0.0,0.0,0.5,0.5,0.0,0.0
222,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
223,1.0,0.0,1.0,0.3333333333333333,1.0,0.3333333333333333
224,0.0,0.0,0.0,0.0,0.0,0.0
225,1.0,0.0,1.0,0.0,1.0,1.0
226,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333
227,0.5,0.0,0.5,0.0,1.0,0.5
228,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333
229,0.5,0.5,1.0,1.0,0.5,0.5
230,1.0,1.0,1.0,0.0,1.0,1.0
231,1.0,1.0,1.0,0.0,1.0,1.0
232,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0
233,1.0,1.0,1.0,1.0,1.0,1.0
234,1.0,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333
235,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
236,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333
237,1.0,0.0,1.0,0.0,1.0,0.0
238,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666
239,0.0,0.0,0.0,0.0,0.0,0.0
240,0.0,0.0,0.5,0.5,0.5,0.5
241,0.0,0.0,0.0,0.0,0.0,0.0
242,1.0,0.0,1.0,0.0,1.0,0.0
243,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
244,1.0,1.0,1.0,1.0,1.0,1.0
245,1.0,0.5,1.0,0.0,1.0,1.0
246,1.0,1.0,1.0,1.0,1.0,1.0
247,1.0,0.0,1.0,0.0,1.0,1.0
248,1.0,0.0,1.0,0.5,1.0,0.5
249,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
